"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","7,717,050","3.1"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (2,000 TO 4,999 ACRES)","5,766,336","4.7"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","919,415","4.0"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","4,124,732","6.2"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (5,000 OR MORE ACRES)","1,950,714","5.8"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","375,594","5.8"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","5,020,741","3.0"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","832,176","6.6"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","2,181,784","5.9"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","29,348","25.2"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","473,381","6.4"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","688,918","4.1"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","706,175","14.1"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","676,377","6.4"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","2,417,002","2.6"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (2,000 TO 4,999 ACRES)","1,805,634","1.3"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","626,290","4.1"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","2,893,167","5.8"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (5,000 OR MORE ACRES)","611,368","8.9"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","264,534","3.5"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","2,842,716","7.4"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","518,938","3.9"
